From_Date,End_Date,SMA,EMA,RSI,SO
2008-10-09,2008-10-29,Infinity,NaN,197.5308,NaN
2008-10-10,2008-10-30,Infinity,NaN,182.71602,NaN
2008-10-13,2008-10-31,Infinity,NaN,149.38264,NaN
2008-10-14,2008-11-03,Infinity,NaN,222.22209,NaN
2008-10-15,2008-11-04,Infinity,NaN,-99.18697,NaN
2008-10-16,2008-11-05,Infinity,NaN,2.4999006,NaN
2008-10-17,2008-11-06,Infinity,NaN,105.83331,NaN
2008-10-20,2008-11-07,Infinity,NaN,185.00012,NaN
2008-10-21,2008-11-10,Infinity,NaN,160.83351,NaN
2008-10-22,2008-11-11,Infinity,NaN,245.00012,NaN
2008-10-23,2008-11-12,Infinity,NaN,336.6669,NaN
2008-10-24,2008-11-13,Infinity,NaN,295.00018,NaN
2008-10-27,2008-11-14,Infinity,NaN,188.33354,NaN
2008-10-28,2008-11-17,Infinity,NaN,380.83368,NaN
2008-10-29,2008-11-18,Infinity,NaN,430.83377,NaN
2008-10-30,2008-11-19,Infinity,NaN,439.16696,NaN
2008-10-31,2008-11-20,Infinity,NaN,568.33386,NaN
2008-11-03,2008-11-21,Infinity,NaN,609.1672,NaN
2008-11-04,2008-11-24,Infinity,NaN,452.50043,NaN
2008-11-05,2008-11-25,Infinity,NaN,19299.562,NaN
2008-11-06,2008-11-26,Infinity,NaN,658.5115,NaN
2008-11-07,2008-11-28,Infinity,NaN,634.04333,NaN
2008-11-10,2008-12-01,Infinity,NaN,967.65173,NaN
2008-11-11,2008-12-02,Infinity,NaN,690.7001,NaN
2008-11-12,2008-12-03,Infinity,NaN,212.79997,NaN
2008-11-13,2008-12-04,Infinity,NaN,206.4,NaN
2008-11-14,2008-12-05,Infinity,NaN,317.47556,NaN
2008-11-17,2008-12-08,Infinity,NaN,252.38123,NaN
2008-11-18,2008-12-09,Infinity,NaN,156.14032,NaN
2008-11-19,2008-12-10,Infinity,NaN,150.00024,NaN
2008-11-20,2008-12-11,Infinity,NaN,102.50006,NaN
2008-11-21,2008-12-12,Infinity,NaN,300.0005,NaN
2008-11-24,2008-12-15,Infinity,NaN,332.5003,NaN
2008-11-25,2008-12-16,Infinity,NaN,467.50064,NaN
2008-11-26,2008-12-17,Infinity,NaN,582.50055,NaN
2008-11-28,2008-12-18,Infinity,NaN,527.5007,NaN
2008-12-01,2008-12-19,Infinity,NaN,263.2073,NaN
2008-12-02,2008-12-22,Infinity,NaN,358.4904,NaN
2008-12-03,2008-12-23,Infinity,NaN,407.54663,NaN
2008-12-04,2008-12-24,Infinity,NaN,473.0767,NaN
2008-12-05,2008-12-26,Infinity,NaN,474.99963,NaN
2008-12-08,2008-12-29,Infinity,NaN,523.07654,NaN
2008-12-09,2008-12-30,Infinity,NaN,586.53796,NaN
2008-12-10,2008-12-31,Infinity,NaN,453.8459,NaN
2008-12-11,2009-01-02,Infinity,NaN,397.82687,NaN
2008-12-12,2009-01-05,Infinity,NaN,39.9999,NaN
2008-12-15,2009-01-06,Infinity,NaN,-349.08987,NaN
2008-12-16,2009-01-07,Infinity,NaN,-26.612902,NaN
2008-12-17,2009-01-08,Infinity,NaN,-46.296383,NaN
2008-12-18,2009-01-09,Infinity,NaN,-105.454315,NaN
2008-12-19,2009-01-12,Infinity,NaN,-120.00008,NaN
2008-12-22,2009-01-13,Infinity,NaN,-560.0015,NaN
2008-12-23,2009-01-14,Infinity,NaN,52.17383,NaN
2008-12-24,2009-01-15,Infinity,NaN,-40.57989,NaN
2008-12-26,2009-01-16,Infinity,NaN,-114.6665,NaN
2008-12-29,2009-01-20,Infinity,NaN,-84.12695,NaN
2008-12-30,2009-01-21,Infinity,NaN,31.746098,NaN
2008-12-31,2009-01-22,Infinity,NaN,50.793518,NaN
2009-01-02,2009-01-23,Infinity,NaN,73.01591,NaN
2009-01-05,2009-01-26,Infinity,NaN,23.809423,NaN
2009-01-06,2009-01-27,Infinity,NaN,66.98415,NaN
2009-01-07,2009-01-28,Infinity,NaN,22.222088,NaN
2009-01-08,2009-01-29,Infinity,NaN,104.76171,NaN
2009-01-09,2009-01-30,Infinity,NaN,111.111046,NaN
2009-01-12,2009-02-02,Infinity,NaN,203.17438,NaN
2009-01-13,2009-02-03,Infinity,NaN,192.06332,NaN
2009-01-14,2009-02-04,Infinity,NaN,88.88865,NaN
2009-01-15,2009-02-05,Infinity,NaN,24.603241,NaN
2009-01-16,2009-02-06,Infinity,NaN,-28.57143,NaN
2009-01-20,2009-02-09,Infinity,NaN,-39.13058,NaN
2009-01-21,2009-02-10,Infinity,NaN,104.34793,NaN
2009-01-22,2009-02-11,Infinity,NaN,334.78348,NaN
2009-01-23,2009-02-12,Infinity,NaN,300.00082,NaN
2009-01-26,2009-02-13,Infinity,NaN,143.47852,NaN
2009-01-27,2009-02-17,Infinity,NaN,582.6099,NaN
2009-01-28,2009-02-18,Infinity,NaN,913.04553,NaN
2009-01-29,2009-02-19,Infinity,NaN,1360.8718,NaN
2009-01-30,2009-02-20,Infinity,NaN,1682.612,NaN
2009-02-02,2009-02-23,Infinity,NaN,1686.9598,NaN
2009-02-03,2009-02-24,Infinity,NaN,1860.4381,NaN
2009-02-04,2009-02-25,Infinity,NaN,1913.047,NaN
2009-02-05,2009-02-26,Infinity,NaN,1895.6558,NaN
2009-02-06,2009-02-27,Infinity,NaN,2404.772,NaN
2009-02-09,2009-03-02,Infinity,NaN,1525.713,NaN
2009-02-10,2009-03-03,Infinity,NaN,2142.321,NaN
2009-02-11,2009-03-04,Infinity,NaN,1950.012,NaN
2009-02-12,2009-03-05,Infinity,NaN,2076.9363,NaN
2009-02-13,2009-03-06,Infinity,NaN,5380.081,NaN
2009-02-17,2009-03-09,Infinity,NaN,1167.5012,NaN
2009-02-18,2009-03-10,Infinity,NaN,1433.3379,NaN
2009-02-19,2009-03-11,Infinity,NaN,2666.6487,NaN
2009-02-20,2009-03-12,Infinity,NaN,614.2856,NaN
2009-02-23,2009-03-13,Infinity,NaN,128.33337,NaN
2009-02-24,2009-03-16,Infinity,NaN,110.00008,NaN
2009-02-25,2009-03-17,Infinity,NaN,66.66667,NaN
2009-02-26,2009-03-18,Infinity,NaN,-185.71428,NaN
2009-02-27,2009-03-19,Infinity,NaN,-166.66707,NaN
2009-03-02,2009-03-20,Infinity,NaN,-72.41381,NaN
2009-03-03,2009-03-23,Infinity,NaN,-396.55197,NaN
2009-03-04,2009-03-24,Infinity,NaN,-18.539314,NaN
2009-03-05,2009-03-25,Infinity,NaN,-207.6921,NaN
2009-03-06,2009-03-26,Infinity,NaN,-369.69714,NaN
2009-03-09,2009-03-27,Infinity,NaN,13.533868,NaN
2009-03-10,2009-03-30,Infinity,NaN,137.63434,NaN
2009-03-11,2009-03-31,Infinity,NaN,154.83861,NaN
2009-03-12,2009-04-01,Infinity,NaN,108.60214,NaN
2009-03-13,2009-04-02,Infinity,NaN,39.78482,NaN
2009-03-16,2009-04-03,Infinity,NaN,58.06439,NaN
2009-03-17,2009-04-06,Infinity,NaN,88.17198,NaN
2009-03-18,2009-04-07,Infinity,NaN,150.53754,NaN
2009-03-19,2009-04-08,Infinity,NaN,84.9461,NaN
2009-03-20,2009-04-09,Infinity,NaN,1.0752931,NaN
2009-03-23,2009-04-13,Infinity,NaN,23.943703,NaN
2009-03-24,2009-04-14,Infinity,NaN,69.81128,NaN
2009-03-25,2009-04-15,Infinity,NaN,92.452995,NaN
2009-03-26,2009-04-16,Infinity,NaN,28.30188,NaN
2009-03-27,2009-04-17,Infinity,NaN,-48.718163,NaN
2009-03-30,2009-04-20,Infinity,NaN,-0.0,NaN
2009-03-31,2009-04-21,Infinity,NaN,49.999744,NaN
2009-04-01,2009-04-22,Infinity,NaN,-59.459137,NaN
2009-04-02,2009-04-23,Infinity,NaN,72.97293,NaN
2009-04-03,2009-04-24,Infinity,NaN,-16.216036,NaN
2009-04-06,2009-04-27,Infinity,NaN,-54.053623,NaN
2009-04-07,2009-04-28,Infinity,NaN,-87.87851,NaN
2009-04-08,2009-04-29,Infinity,NaN,-319.4438,NaN
2009-04-09,2009-04-30,Infinity,NaN,-98.91302,NaN
2009-04-13,2009-05-01,Infinity,NaN,-462.50027,NaN
2009-04-14,2009-05-04,Infinity,NaN,-96.82562,NaN
2009-04-15,2009-05-05,Infinity,NaN,2.9851425,NaN
2009-04-16,2009-05-06,Infinity,NaN,19.402857,NaN
2009-04-17,2009-05-07,Infinity,NaN,9.230693,NaN
2009-04-20,2009-05-08,Infinity,NaN,1.5384977,NaN
2009-04-21,2009-05-11,Infinity,NaN,46.29622,NaN
2009-04-22,2009-05-12,Infinity,NaN,46.29622,NaN
2009-04-23,2009-05-13,Infinity,NaN,100.0,NaN
2009-04-24,2009-05-14,Infinity,NaN,175.92577,NaN
2009-04-27,2009-05-15,Infinity,NaN,224.07388,NaN
2009-04-28,2009-05-18,Infinity,NaN,287.0364,NaN
2009-04-29,2009-05-19,Infinity,NaN,162.96252,NaN
2009-04-30,2009-05-20,Infinity,NaN,77.77766,NaN
2009-05-01,2009-05-21,Infinity,NaN,190.74055,NaN
2009-05-04,2009-05-22,Infinity,NaN,281.4811,NaN
2009-05-05,2009-05-26,Infinity,NaN,271.73856,NaN
2009-05-06,2009-05-27,Infinity,NaN,226.08667,NaN
2009-05-07,2009-05-28,Infinity,NaN,247.82544,NaN
2009-05-08,2009-05-29,Infinity,NaN,241.30397,NaN
2009-05-11,2009-06-01,Infinity,NaN,-70.96764,NaN
2009-05-12,2009-06-02,Infinity,NaN,-261.2906,NaN
2009-05-13,2009-06-03,Infinity,NaN,-6.94461,NaN
2009-05-14,2009-06-04,Infinity,NaN,-171.79517,NaN
2009-05-15,2009-06-05,Infinity,NaN,-46.15362,NaN
2009-05-18,2009-06-08,Infinity,NaN,37.931126,NaN
2009-05-19,2009-06-09,Infinity,NaN,65.51722,NaN
2009-05-20,2009-06-10,Infinity,NaN,24.138407,NaN
2009-05-21,2009-06-11,Infinity,NaN,-20.689405,NaN
2009-05-22,2009-06-12,Infinity,NaN,127.58609,NaN
2009-05-26,2009-06-15,Infinity,NaN,303.44766,NaN
2009-05-27,2009-06-16,Infinity,NaN,320.68875,NaN
2009-05-28,2009-06-17,Infinity,NaN,448.27484,NaN
2009-05-29,2009-06-18,Infinity,NaN,393.10266,NaN
2009-06-01,2009-06-19,Infinity,NaN,324.1371,NaN
2009-06-02,2009-06-22,Infinity,NaN,406.89536,NaN
2009-06-03,2009-06-23,Infinity,NaN,465.5159,NaN
2009-06-04,2009-06-24,Infinity,NaN,331.03378,NaN
2009-06-05,2009-06-25,Infinity,NaN,-113.33368,NaN
2009-06-08,2009-06-26,Infinity,NaN,-100.0004,NaN
2009-06-09,2009-06-29,Infinity,NaN,-20.00019,NaN
2009-06-10,2009-06-30,Infinity,NaN,-41.269505,NaN
2009-06-11,2009-07-01,Infinity,NaN,-165.07924,NaN
2009-06-12,2009-07-02,Infinity,NaN,107.69197,NaN
2009-06-15,2009-07-06,Infinity,NaN,241.02496,NaN
2009-06-16,2009-07-07,Infinity,NaN,238.46083,NaN
2009-06-17,2009-07-08,Infinity,NaN,374.35797,NaN
2009-06-18,2009-07-09,Infinity,NaN,410.25516,NaN
2009-06-19,2009-07-10,Infinity,NaN,396.15256,NaN
2009-06-22,2009-07-13,Infinity,NaN,312.8198,NaN
2009-06-23,2009-07-14,Infinity,NaN,261.53772,NaN
2009-06-24,2009-07-15,Infinity,NaN,-17.94858,NaN
2009-06-25,2009-07-16,Infinity,NaN,-74.358475,NaN
2009-06-26,2009-07-17,Infinity,NaN,-47.368607,NaN
2009-06-29,2009-07-20,Infinity,NaN,-176.19164,NaN
2009-06-30,2009-07-21,Infinity,NaN,-57.06436,NaN
2009-07-01,2009-07-22,Infinity,NaN,-50.000954,NaN
2009-07-02,2009-07-23,Infinity,NaN,-709.9983,NaN
2009-07-06,2009-07-24,Infinity,NaN,-25.757519,NaN
2009-07-07,2009-07-27,Infinity,NaN,-151.11092,NaN
2009-07-08,2009-07-28,Infinity,NaN,-146.4285,NaN
2009-07-09,2009-07-29,Infinity,NaN,-12.33317,NaN
2009-07-10,2009-07-30,Infinity,NaN,-42.666626,NaN
2009-07-13,2009-07-31,Infinity,NaN,-57.142796,NaN
2009-07-14,2009-08-03,Infinity,NaN,-218.18039,NaN
2009-07-15,2009-08-04,Infinity,NaN,-84.21038,NaN
2009-07-16,2009-08-05,Infinity,NaN,-48.936142,NaN
2009-07-17,2009-08-06,Infinity,NaN,106.38313,NaN
2009-07-20,2009-08-07,Infinity,NaN,70.21285,NaN
2009-07-21,2009-08-10,Infinity,NaN,61.70241,NaN
2009-07-22,2009-08-11,Infinity,NaN,12.765862,NaN
2009-07-23,2009-08-12,Infinity,NaN,-117.021286,NaN
2009-07-24,2009-08-13,Infinity,NaN,-89.36185,NaN
2009-07-27,2009-08-14,Infinity,NaN,-60.86942,NaN
2009-07-28,2009-08-17,Infinity,NaN,295.6529,NaN
2009-07-29,2009-08-18,Infinity,NaN,-613.0446,NaN
2009-07-30,2009-08-19,Infinity,NaN,1.9048069,NaN
2009-07-31,2009-08-20,Infinity,NaN,-4.651266,NaN
2009-08-03,2009-08-21,Infinity,NaN,-68.96602,NaN
2009-08-04,2009-08-24,Infinity,NaN,-57.575935,NaN
2009-08-05,2009-08-25,Infinity,NaN,-68.182724,NaN
2009-08-06,2009-08-26,Infinity,NaN,-42.0459,NaN
2009-08-07,2009-08-27,Infinity,NaN,-9.0911455,NaN
2009-08-10,2009-08-28,Infinity,NaN,-227.27344,NaN
2009-08-11,2009-08-31,Infinity,NaN,44.999905,NaN
2009-08-12,2009-09-01,Infinity,NaN,-249.99905,NaN
2009-08-13,2009-09-02,Infinity,NaN,-54.544662,NaN
2009-08-14,2009-09-03,Infinity,NaN,140.90807,NaN
2009-08-17,2009-09-04,Infinity,NaN,-31.817865,NaN
2009-08-18,2009-09-08,Infinity,NaN,-243.47649,NaN
2009-08-19,2009-09-09,Infinity,NaN,-130.00003,NaN
2009-08-20,2009-09-10,Infinity,NaN,-73.73735,NaN
2009-08-21,2009-09-11,Infinity,NaN,-32.608612,NaN
2009-08-24,2009-09-14,Infinity,NaN,-43.333797,NaN
2009-08-25,2009-09-15,Infinity,NaN,-79.999565,NaN
2009-08-26,2009-09-16,Infinity,NaN,-78.94754,NaN
2009-08-27,2009-09-17,Infinity,NaN,-63.33367,NaN
2009-08-28,2009-09-18,Infinity,NaN,-33.333546,NaN
2009-08-31,2009-09-21,Infinity,NaN,-250.00064,NaN
2009-09-01,2009-09-22,Infinity,NaN,-78.94774,NaN
2009-09-02,2009-09-23,Infinity,NaN,-10.526632,NaN
2009-09-03,2009-09-24,Infinity,NaN,189.47437,NaN
2009-09-04,2009-09-25,Infinity,NaN,510.52966,NaN
2009-09-08,2009-09-28,Infinity,NaN,305.26532,NaN
2009-09-09,2009-09-29,Infinity,NaN,357.89746,NaN
2009-09-10,2009-09-30,Infinity,NaN,389.47638,NaN
2009-09-11,2009-10-01,Infinity,NaN,784.21606,NaN
2009-09-14,2009-10-02,Infinity,NaN,1231.5879,NaN
2009-09-15,2009-10-05,Infinity,NaN,963.1648,NaN
2009-09-16,2009-10-06,Infinity,NaN,705.2683,NaN
2009-09-17,2009-10-07,Infinity,NaN,847.37384,NaN
2009-09-18,2009-10-08,Infinity,NaN,557.8985,NaN
2009-09-21,2009-10-09,Infinity,NaN,668.4251,NaN
2009-09-22,2009-10-12,Infinity,NaN,585.71,NaN
2009-09-23,2009-10-13,Infinity,NaN,616.6622,NaN
2009-09-24,2009-10-14,Infinity,NaN,87.17966,NaN
2009-09-25,2009-10-15,Infinity,NaN,120.512344,NaN
2009-09-28,2009-10-16,Infinity,NaN,210.25667,NaN
2009-09-29,2009-10-19,Infinity,NaN,179.48766,NaN
2009-09-30,2009-10-20,Infinity,NaN,140.62537,NaN
2009-10-01,2009-10-21,Infinity,NaN,240.13147,NaN
2009-10-02,2009-10-22,Infinity,NaN,346.66345,NaN
2009-10-05,2009-10-23,Infinity,NaN,279.9972,NaN
2009-10-06,2009-10-26,Infinity,NaN,613.32715,NaN
2009-10-07,2009-10-27,Infinity,NaN,1046.6571,NaN
2009-10-08,2009-10-28,Infinity,NaN,1273.3215,NaN
2009-10-09,2009-10-29,Infinity,NaN,1139.9891,NaN
2009-10-12,2009-10-30,Infinity,NaN,1206.6553,NaN
2009-10-13,2009-11-02,Infinity,NaN,1546.652,NaN
2009-10-14,2009-11-03,Infinity,NaN,1619.9836,NaN
2009-10-15,2009-11-04,Infinity,NaN,927.268,NaN
2009-10-16,2009-11-05,Infinity,NaN,366.66647,NaN
2009-10-19,2009-11-06,Infinity,NaN,278.78796,NaN
2009-10-20,2009-11-09,Infinity,NaN,-17.391323,NaN
2009-10-21,2009-11-10,Infinity,NaN,-44.44484,NaN
2009-10-22,2009-11-11,Infinity,NaN,-219.04814,NaN
2009-10-23,2009-11-12,Infinity,NaN,-52.27322,NaN
2009-10-26,2009-11-13,Infinity,NaN,-805.63495,NaN
2009-10-27,2009-11-16,Infinity,NaN,-103.48823,NaN
2009-10-28,2009-11-17,Infinity,NaN,-26.70858,NaN
2009-10-29,2009-11-18,Infinity,NaN,22.413652,NaN
2009-10-30,2009-11-19,Infinity,NaN,55.10177,NaN
2009-11-02,2009-11-20,Infinity,NaN,118.367386,NaN
2009-11-03,2009-11-23,Infinity,NaN,20.407862,NaN
2009-11-04,2009-11-24,Infinity,NaN,63.26523,NaN
2009-11-05,2009-11-25,Infinity,NaN,18.366997,NaN
2009-11-06,2009-11-27,Infinity,NaN,125.581635,NaN
2009-11-09,2009-11-30,Infinity,NaN,158.13976,NaN
2009-11-10,2009-12-01,Infinity,NaN,32.55812,NaN
2009-11-11,2009-12-02,Infinity,NaN,-13.95386,NaN
2009-11-12,2009-12-03,Infinity,NaN,-153.5722,NaN
2009-11-13,2009-12-04,Infinity,NaN,-389.99792,NaN
2009-11-16,2009-12-07,Infinity,NaN,-36.110817,NaN
2009-11-17,2009-12-08,Infinity,NaN,49.99957,NaN
2009-11-18,2009-12-09,Infinity,NaN,154.54514,NaN
2009-11-19,2009-12-10,Infinity,NaN,-27.273438,NaN
2009-11-20,2009-12-11,Infinity,NaN,-0.0,NaN
2009-11-23,2009-12-14,Infinity,NaN,-54.546005,NaN
2009-11-24,2009-12-15,Infinity,NaN,-44.000244,NaN
2009-11-25,2009-12-16,Infinity,NaN,-44.000244,NaN
2009-11-27,2009-12-17,Infinity,NaN,83.99963,NaN
2009-11-30,2009-12-18,Infinity,NaN,55.999756,NaN
2009-12-01,2009-12-21,Infinity,NaN,11.999512,NaN
2009-12-02,2009-12-22,Infinity,NaN,-140.00015,NaN
2009-12-03,2009-12-23,Infinity,NaN,-61.110817,NaN
2009-12-04,2009-12-24,Infinity,NaN,-60.00025,NaN
2009-12-07,2009-12-28,Infinity,NaN,-84.6164,NaN
2009-12-08,2009-12-29,Infinity,NaN,-41.17627,NaN
2009-12-09,2009-12-30,Infinity,NaN,-494.1175,NaN
2009-12-10,2009-12-31,Infinity,NaN,-77.01143,NaN
2009-12-11,2010-01-04,Infinity,NaN,-311.76385,NaN
2009-12-14,2010-01-05,Infinity,NaN,47.449516,NaN
2009-12-15,2010-01-06,Infinity,NaN,177.93541,NaN
2009-12-16,2010-01-07,Infinity,NaN,284.6971,NaN
2009-12-17,2010-01-08,Infinity,NaN,266.9031,NaN
2009-12-18,2010-01-11,Infinity,NaN,148.27988,NaN
2009-12-21,2010-01-12,Infinity,NaN,385.52747,NaN
2009-12-22,2010-01-13,Infinity,NaN,308.4213,NaN
2009-12-23,2010-01-14,Infinity,NaN,35.586853,NaN
2009-12-24,2010-01-15,Infinity,NaN,-35.587986,NaN
2009-12-28,2010-01-19,Infinity,NaN,278.76578,NaN
2009-12-29,2010-01-20,Infinity,NaN,373.6648,NaN
2009-12-30,2010-01-21,Infinity,NaN,112.691895,NaN
2009-12-31,2010-01-22,Infinity,NaN,563.4629,NaN
2010-01-04,2010-01-25,Infinity,NaN,978.647,NaN
2010-01-05,2010-01-26,Infinity,NaN,423.07748,NaN
2010-01-06,2010-01-27,Infinity,NaN,476.92352,NaN
2010-01-07,2010-01-28,Infinity,NaN,370.83344,NaN
2010-01-08,2010-01-29,Infinity,NaN,412.50027,NaN
2010-01-11,2010-02-01,Infinity,NaN,381.25037,NaN
2010-01-12,2010-02-02,Infinity,NaN,240.00006,NaN
2010-01-13,2010-02-03,Infinity,NaN,193.8463,NaN
2010-01-14,2010-02-04,Infinity,NaN,261.53842,NaN
2010-01-15,2010-02-05,Infinity,NaN,342.22287,NaN
2010-01-19,2010-02-08,Infinity,NaN,248.88928,NaN
2010-01-20,2010-02-09,Infinity,NaN,206.8188,NaN
2010-01-21,2010-02-10,Infinity,NaN,302.94125,NaN
2010-01-22,2010-02-11,Infinity,NaN,-38.888653,NaN
2010-01-25,2010-02-12,Infinity,NaN,-666.6649,NaN
2010-01-26,2010-02-16,Infinity,NaN,-87.80506,NaN
2010-01-27,2010-02-17,Infinity,NaN,-174.99948,NaN
2010-01-28,2010-02-18,Infinity,NaN,-74.00017,NaN
2010-01-29,2010-02-19,Infinity,NaN,-53.703968,NaN
2010-02-01,2010-02-22,Infinity,NaN,-15.517269,NaN
2010-02-02,2010-02-23,Infinity,NaN,11.428821,NaN
2010-02-03,2010-02-24,Infinity,NaN,-11.428276,NaN
2010-02-04,2010-02-25,Infinity,NaN,27.027208,NaN
2010-02-05,2010-02-26,Infinity,NaN,-78.37885,NaN
2010-02-08,2010-03-01,Infinity,NaN,-139.5839,NaN
2010-02-09,2010-03-02,Infinity,NaN,-68.18195,NaN
2010-02-10,2010-03-03,Infinity,NaN,-35.29416,NaN
2010-02-11,2010-03-04,Infinity,NaN,-14.286104,NaN
2010-02-12,2010-03-05,Infinity,NaN,-578.57495,NaN
2010-02-16,2010-03-08,Infinity,NaN,1.8688457,NaN
2010-02-17,2010-03-09,Infinity,NaN,-50.00056,NaN
2010-02-18,2010-03-10,Infinity,NaN,-119.999435,NaN
2010-02-19,2010-03-11,Infinity,NaN,10.526563,NaN
2010-02-22,2010-03-12,Infinity,NaN,-26.829428,NaN
2010-02-23,2010-03-15,Infinity,NaN,48.485096,NaN
2010-02-24,2010-03-16,Infinity,NaN,24.241968,NaN
2010-02-25,2010-03-17,Infinity,NaN,6.0607815,NaN
2010-02-26,2010-03-18,Infinity,NaN,24.241968,NaN
2010-03-01,2010-03-19,Infinity,NaN,-0.0,NaN
2010-03-02,2010-03-22,Infinity,NaN,-51.516064,NaN
2010-03-03,2010-03-23,Infinity,NaN,-126.43589,NaN
2010-03-04,2010-03-24,Infinity,NaN,-0.0,NaN
2010-03-05,2010-03-25,Infinity,NaN,-255.99976,NaN
2010-03-08,2010-03-26,Infinity,NaN,-31.250349,NaN
2010-03-09,2010-03-29,Infinity,NaN,-34.091362,NaN
2010-03-10,2010-03-30,Infinity,NaN,-55.55603,NaN
2010-03-11,2010-03-31,Infinity,NaN,23.52796,NaN
2010-03-12,2010-04-01,Infinity,NaN,-147.06041,NaN
2010-03-15,2010-04-05,Infinity,NaN,-129.41388,NaN
2010-03-16,2010-04-06,Infinity,NaN,46.429153,NaN
2010-03-17,2010-04-07,Infinity,NaN,95.35695,NaN
2010-03-18,2010-04-08,Infinity,NaN,239.28612,NaN
2010-03-19,2010-04-09,Infinity,NaN,210.71527,NaN
2010-03-22,2010-04-12,Infinity,NaN,175.0,NaN
2010-03-23,2010-04-13,Infinity,NaN,210.71527,NaN
2010-03-24,2010-04-14,Infinity,NaN,78.572205,NaN
2010-03-25,2010-04-15,Infinity,NaN,-389.28748,NaN
2010-03-26,2010-04-16,Infinity,NaN,-24.77068,NaN
2010-03-29,2010-04-19,Infinity,NaN,33.928925,NaN
2010-03-30,2010-04-20,Infinity,NaN,-150.89201,NaN
2010-03-31,2010-04-21,Infinity,NaN,-10.988845,NaN
2010-04-01,2010-04-22,Infinity,NaN,-37.999725,NaN
2010-04-05,2010-04-23,Infinity,NaN,-36.923466,NaN
2010-04-06,2010-04-26,Infinity,NaN,-64.815125,NaN
2010-04-07,2010-04-27,Infinity,NaN,-40.0,NaN
2010-04-08,2010-04-28,Infinity,NaN,-8.571117,NaN
2010-04-09,2010-04-29,Infinity,NaN,-165.71553,NaN
2010-04-12,2010-04-30,Infinity,NaN,-53.333538,NaN
2010-04-13,2010-05-03,Infinity,NaN,90.6667,NaN
2010-04-14,2010-05-04,Infinity,NaN,231.99971,NaN
2010-04-15,2010-05-05,Infinity,NaN,511.9995,NaN
2010-04-16,2010-05-06,Infinity,NaN,642.6666,NaN
2010-04-19,2010-05-07,Infinity,NaN,1053.3336,NaN
2010-04-20,2010-05-10,Infinity,NaN,802.6662,NaN
2010-04-21,2010-05-11,Infinity,NaN,722.6664,NaN
2010-04-22,2010-05-12,Infinity,NaN,597.33276,NaN
2010-04-23,2010-05-13,Infinity,NaN,517.333,NaN
2010-04-26,2010-05-14,Infinity,NaN,672.0001,NaN
2010-04-27,2010-05-17,Infinity,NaN,727.9999,NaN
2010-04-28,2010-05-18,Infinity,NaN,848.00006,NaN
2010-04-29,2010-05-19,Infinity,NaN,1194.6666,NaN
2010-04-30,2010-05-20,Infinity,NaN,1207.4954,NaN
2010-05-03,2010-05-21,Infinity,NaN,1244.9951,NaN
2010-05-04,2010-05-24,Infinity,NaN,1558.3224,NaN
2010-05-05,2010-05-25,Infinity,NaN,988.8876,NaN
2010-05-06,2010-05-26,Infinity,NaN,673.6827,NaN
2010-05-07,2010-05-27,Infinity,NaN,534.2097,NaN
2010-05-10,2010-05-28,Infinity,NaN,515.7888,NaN
2010-05-11,2010-06-01,Infinity,NaN,642.1041,NaN
2010-05-12,2010-06-02,Infinity,NaN,681.5771,NaN
2010-05-13,2010-06-03,Infinity,NaN,637.1455,NaN
2010-05-14,2010-06-04,Infinity,NaN,413.31744,NaN
2010-05-17,2010-06-07,Infinity,NaN,583.3345,NaN
2010-05-18,2010-06-08,Infinity,NaN,403.3896,NaN
2010-05-19,2010-06-09,Infinity,NaN,386.4407,NaN
2010-05-20,2010-06-10,Infinity,NaN,384.74573,NaN
2010-05-21,2010-06-11,Infinity,NaN,333.8981,NaN
2010-05-24,2010-06-14,Infinity,NaN,127.118614,NaN
2010-05-25,2010-06-15,Infinity,NaN,89.83028,NaN
2010-05-26,2010-06-16,Infinity,NaN,-5.0845375,NaN
2010-05-27,2010-06-17,Infinity,NaN,-8.474444,NaN
2010-05-28,2010-06-18,Infinity,NaN,-65.95676,NaN
2010-06-01,2010-06-21,Infinity,NaN,-321.73883,NaN
2010-06-02,2010-06-22,Infinity,NaN,-126.08595,NaN
2010-06-03,2010-06-23,Infinity,NaN,130.43472,NaN
2010-06-04,2010-06-24,Infinity,NaN,308.6967,NaN
2010-06-07,2010-06-25,Infinity,NaN,695.65375,NaN
2010-06-08,2010-06-28,Infinity,NaN,768.4806,NaN
2010-06-09,2010-06-29,Infinity,NaN,1060.8718,NaN
2010-06-10,2010-06-30,Infinity,NaN,1365.2207,NaN
2010-06-11,2010-07-01,Infinity,NaN,1747.8298,NaN
2010-06-14,2010-07-02,Infinity,NaN,1843.4825,NaN
2010-06-15,2010-07-06,Infinity,NaN,1765.2216,NaN
2010-06-16,2010-07-07,Infinity,NaN,1734.7867,NaN
2010-06-17,2010-07-08,Infinity,NaN,1742.8646,NaN
2010-06-18,2010-07-09,Infinity,NaN,1742.8646,NaN
2010-06-21,2010-07-12,Infinity,NaN,1766.6748,NaN
2010-06-22,2010-07-13,Infinity,NaN,10233.098,NaN
2010-06-23,2010-07-14,Infinity,NaN,555.1022,NaN
2010-06-24,2010-07-15,Infinity,NaN,1691.6554,NaN
2010-06-25,2010-07-16,Infinity,NaN,959.9999,NaN
